,InletMethod,SMILES,RetentionTime,MolPol,IES
1283,Standard_3min_col3_sur,CCCCOc1ccc(cc1)c2nnc(Sc3ccc4nccn4n3)n2C,97.3368,272.64745037512563,-0.2435610733144087
1284,Standard_3min_col3_sur,CC(=O)N1CC[C@H](C1)S(=O)(=O)N,19.873800000000006,120.27762090074593,-0.25548860438228665
1285,Standard_3min_col3_sur,CC(=O)N1CCC[C@@H](CS(=O)(=O)N)C1,40.923,143.831993309037,-0.27735692505333825
1286,5min_10_40_Luna_sol6,CCS(=O)(=O)c1ccc(cc1)[C@H](NC(=O)OC(C)(C)C)C(=O)Nc2cc(cs2)c3cccnc3OCc4ccc(OC(F)(F)F)cc4,160.9752,449.0782574696155,-0.543616267193338
1287,Standard_3min_col2_alk,OCCC(=O)N[C@@H](C(=O)Nc1cc(cs1)c2cccnc2OCc3ccc(OC(F)(F)F)cc3)c4ccccc4,118.3938,372.08733442043393,-0.4466480190634287
1288,5min_10_40_Luna_sol6,CN(C)CCOc1ccc(Nc2nc(Nc3cc(cnc3F)N4C[C@@H]5C[C@H]4CN5C)ncc2C)cc1,276.6372,351.1994988531904,-0.4278417463073141
1289,5min_10_40_Luna_sol6,FC(F)(F)c1ccc(NCCNC(=O)Cc2ccccc2Cl)nc1,103.665,221.30745133587916,-0.2779827136700321
1290,Standard_7min_col4_sur_0-99,CC1=CN(CC(=O)N(CCNC(=O)CN(CCNC(=O)CN(CCNC(=O)CN(CCNC(=O)CN(CCNC(=O)CN(CCNC(=O)c2ccc3[nH]ccc3c2)C(=O)CN4C=C(C)C(=O)NC4=O)C(=O)Cn5cnc6C(=O)NC(=Nc56)N)C(=O)CN7C=C(C)C(=O)NC7=O)C(=O)Cn8cnc9C(=O)NC(=Nc89)N)C(=O)CN%10C=CC(=NC%10=O)N)CC(=O)N)C(=O)NC1=O,387.999,1148.36543816139,-2.232014422205222
1291,Standard_3min_col2_alk,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3CCN(Cc3s2)C(=O)c4ccccc4)cc1,88.0752,331.9027540818528,-0.3465824732266263
1292,Standard_3min_col2_alk,Fc1ccc(Cn2c(NC3CCN(CCc4ccc(cc4)N(=O)=O)CC3)nc5ccccc25)cc1,117.5478,338.3884631880911,-0.33126165322278744
1293,5min_10_40_EP_sol6,CC(C)N1CC(Cc2ccccc2)C1,69.28020000000001,154.97722887613008,-0.1060651419420756
1294,5min_10_40_EP_sol6,Nc1ncc(nc1C(=O)Nc2cccnc2)c3ccc(cc3)S(=O)(=O)N4CCN(CC4)C(=O)CCCSSCCCC(=O)O,250.5882,444.0277664471456,-0.6295335857296023
1295,5min_10_40_EP_sol6,CN1CC(CC(=O)Nc2cccc(Nc3nc(Nc4cc(cnc4F)N5C[C@@H]6C[C@H]5CN6C)ncc3C)c2)C1,201.615,375.50659676760483,-0.4791672906869057
1296,5min_10_40_EP_sol6,CC(C)c1ccc(cc1)C2=NN(C(=S)N2C)c3ccc4nnnn4n3,146.3868,247.10715422090928,-0.1909007807566757
1297,5min_10_40_EP_sol6,Cc1nnc2ccc(Sc3nnc(c4ccc(cc4)C(C)(C)C)n3C)nn12,129.7158,275.3306209646135,-0.22650018581431136
1298,5min_10_40_EP_sol6,COCCCn1c(Sc2ccc3nnc(C)n3n2)nnc1c4ccc(cc4)C(F)(F)F,106.791,283.7131411706472,-0.2941464598005236
1299,5min_10_40_EP_sol6,CC(C)c1ccc(cc1)c2nnc(Sc3ccc4nnc(C)n4n3)n2C,130.7568,263.4735968541758,-0.21783544312879646
1300,Standard_3min_col3_sur,CO[C@H](C(=O)N[C@H](CCN)C(=O)N[C@H](C)c1ccc(OC)cn1)c2ccccc2,61.131,285.1083061622401,-0.4360412868898727
1301,Standard_3min_col3_sur,CO[C@H](C(=O)N[C@H](CCN)C(=O)N[C@H](C)c1ccc(Cl)cc1)c2ccccc2,78.813,285.39679098003006,-0.3751769615422267
1302,Standard_3min_col3_sur,CO[C@H](C(=O)N[C@H](CCN)C(=O)N[C@H](C)C1CCC(F)(F)CC1)c2ccccc2,75.4452,277.3481417523004,-0.4395464062860823
1303,Standard_3min_col3_sur,Cn1c(Sc2cn3ccnc3cn2)nnc1c4ccc(OC(F)(F)F)cc4,88.0752,241.1616657440429,-0.2548076194988111
1304,Standard_3min_col3_sur,CCCCOc1ccc(cc1)c2nnc(Sc3cn4ccnc4cn3)n2C,97.338,272.5319272622353,-0.25888877976584873
1305,5min_10_40_EP_sol6,CNC(=O)C1(CCN(CC1)C(=O)c2ccccc2c3oc(CN[C@@H](CC(=O)NS(=O)(=O)C4CC4)c5cccs5)cc3)c6ccc(Br)cc6,208.9068,493.5500806134832,-0.5542099528329811
1306,5min_10_40_EP_sol6,CCS(=O)(=O)c1ccc(CNC(=O)c2cnc(s2)c3ccccc3c4ccc(NC(=O)C)cc4)cc1,203.697,371.5814948580101,-0.3930729353153872
1307,5min_10_40_EP_sol6,COc1ccc(OC[C@H](C)Sc2nc(N[C@@H](CO)CC(C)C)nc(NS(=O)(=O)C)n2)cn1,174.5208,324.6542539579399,-0.5208957491718406
1308,5min_10_40_EP_sol6,CC(C)C[C@H](CO)Nc1nc(NS(=O)(=O)C)nc(S[C@@H](C)COc2ccc(Cl)nc2)n1,188.067,320.560354188798,-0.4769873474502158
1309,5min_10_40_EP_sol6,CN(C)CCNc1nc(Nc2cc(cnc2F)N3C[C@@H]4C[C@H]3CN4C)ncc1C,145.347,283.5249780397442,-0.37743880709014543
1310,Standard_3min_col2_alk,CN(Cc1ccc(cc1)c2ccccc2)C(=O)Cc3ccc4ccccc4c3,130.185,292.80432336958154,-0.19018053957439315
1311,5min_10_40_Luna_sol6,O=C1C(c2ccccc2)S(=O)(=O)N(C1=O)c3ccccc3,78.6588,203.9580407385794,-0.2335273349107586
1312,Standard_3min_col2_alk,C[C@@H](C1CC1)N2Cc3cc(cc(NS(=O)(=O)c4ccc(C#N)c(Cl)c4)c3C2=O)c5sc(NC(=O)C)nc5C,68.721,380.6759118561968,-0.43608139258819584
1313,Standard_3min_col2_alk,COc1ccc(CNC(=O)[C@H](N2CCOCC2)c3ccc(OC(F)(F)F)cc3)cc1,107.4672,270.6670012274716,-0.3448012628463456
1314,Standard_3min_col2_alk,Fc1cccc(CNC(=O)[C@@H](N2CCOCC2)c3ccc(OC(F)(F)F)cc3)c1,109.9998,254.6261210813683,-0.31982158549372114
1315,Standard_3min_col2_alk,Fc1cccc(CNC(=O)[C@@H](N2CCOCC2)c3ccc(OC(F)(F)F)cc3)c1,110.01,254.6261210813683,-0.31982158549372114
1316,5min_10_40_Luna_sol6,Fc1ccc(Cn2c(NC3CCN(CCS(=O)(=O)c4ccccc4)CC3)nc5ccccc25)cc1,174.5208,354.05489595442634,-0.3727510186962241
1317,5min_10_40_Luna_sol6,Fc1ccc(Cn2c(NC3CCN(CC#N)CC3)nc4ccccc24)cc1,151.5972,262.6979216735891,-0.28653631545555125
1318,5min_10_40_Luna_sol6,COc1ccc(cc1)C2=NN(C(=S)N2C)c3ccc4nnnn4n3,163.059,228.42419843828992,-0.19371377016696914
1319,5min_10_40_Luna_sol6,CCCCOc1ccc(cc1)C2=NN(C(=S)N2C)c3ccc4nnnn4n3,149.5128,263.67847062825217,-0.22476293633345146
1320,5min_10_40_Luna_sol6,CN(C)c1ccc(cc1)C2=NN(C(=S)N2C)c3ccc4nnnn4n3,175.563,244.5217755125361,-0.20660371459884894
1321,5min_10_40_Luna_sol6,CC(C)c1ccc(cc1)C2=NN(C(=S)N2C)c3ccc4nnnn4n3,141.17700000000005,247.10715422090928,-0.1909007807566757
1322,5min_10_40_Luna_sol6,Cc1nnc2ccc(Sc3nnc(c4ccc(cc4)C(C)(C)C)n3C)nn12,157.8498,275.3306209646135,-0.22650018581431136
1323,5min_10_40_Luna_sol6,CC(C)c1ccc(cc1)c2nnc(Sc3ccc4nnc(C)n4n3)n2C,159.933,263.4735968541758,-0.21783544312879646
1324,5min_10_40_Luna_sol6,CC(C)c1ccc(cc1)c2nnc(Sc3ccc4nnc(C)n4n3)n2C,159.9342,263.4735968541758,-0.21783544312879646
1325,5min_10_40_EP_sol6,O=C([C@H]1NC[C@@H]1c2ccccc2)N3CCC(Cc4ccccc4)CC3,116.169,259.2107125059844,-0.2287958195685496
1326,Standard_3min_col3_sur,CCC(CC)NC1=C(Nc2ccc(Cl)c(c2O)S(=O)(=O)N(C)OC)C(=O)C1=O,111.65100000000001,274.20792176123825,-0.40035948541701216
1327,Standard_3min_col3_sur,CN(C)CCCNc1nc(Nc2cc(cnc2F)N3C[C@@H]4C[C@H]3CN4C)ncc1C,10.6128,295.2935209680788,-0.3854497474202547
1328,5min_10_40_Luna_sol6,CCOC(=O)Nc1cccnc1N2CCN(CC2)c3ccc(Cl)cc3S(=O)(=O)C,96.3708,291.79043669174666,-0.3766947275253679
1329,5min_10_40_EP_sol6,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3CCN(Cc3s2)C(=O)CN4CCCC4)cc1,175.5642,332.07258172334303,-0.3820111688472181
1330,5min_10_40_EP_sol6,Clc1ccc(CS(=O)(=O)c2nc[nH]n2)cc1,176.6052,162.1649930638271,-0.19110393376130533
1331,5min_10_40_EP_sol6,CCS(=O)(=O)c1ccc(CNC(=O)c2cnc(s2)c3ccccc3c4ccc(cc4)C(=O)N)cc1,207.8652,359.91468627516366,-0.4027412681181848
1332,Standard_3min_col2_alk,CCCN([C@@H]1CC[C@H](CC1)C(=O)NCCOCCOCCOCCNC(=O)N(CCNC(=O)NCCOCCOCCOCCNS(=O)(=O)c2cccc(c2)[C@@H]3CN(C)Cc4c(Cl)cc(Cl)cc34)CCNC(=O)NCCOCCOCCOCCNS(=O)(=O)c5cccc(c5)[C@@H]6CN(C)Cc7c(Cl)cc(Cl)cc67)S(=O)(=O)c8cccc(c8)C(=O)Nc9sc%10CCCCc%10c9C(=O)Nc%11ccc(CCCc%12ccc(cc%12)C(=O)O)cc%11,96.4998,1508.8056470664471,-2.085501546246469
1333,Standard_3min_col2_alk,COC(=O)c1ccc(CCCc2ccc(NC(=O)c3c4CCCCc4sc3NC(=O)c5cccc(c5)S(=O)(=O)NCCOCCOCCN)cc2)cc1,104.0748,535.5916116209249,-0.6746972064874115
1334,Standard_3min_col2_alk,COCCCn1c(Sc2cn3ccnc3cn2)nnc1c4ccc(cc4)C(F)(F)F,90.60600000000001,276.2377215052944,-0.2999154023438311
1335,Standard_3min_col3_sur,CCCc1cc(ccc1O)C(=O)OCC,109.96799999999999,149.76404606414772,-0.18870949436193998
1336,Standard_3min_col3_sur,O=C1C(Cc2ccccc2)S(=O)(=O)N(Cc3ccccc3)C1=O,107.44200000000001,227.4838514504361,-0.26102852292595996
1337,5min_10_40_Luna_sol6,COc1ccc(cc1)[C@@H](C)NC(=O)[C@@H](CCN)NC(=O)CN2CCCCC2,193.278,272.89168822395857,-0.4154184667129381
1338,5min_10_40_Luna_sol6,COc1ccc(cc1)[C@@H](C)NC(=O)[C@@H](CCN)NC(=O)CCc2ccc(Cl)cc2,226.623,296.84000688980194,-0.3859249846337809
1339,5min_10_40_Luna_sol6,CN1C(=O)C(=C(c2ccccc2)S1(=O)=O)NCCCOc3cccc(CC(=O)O)c3,212.0412,292.1469333971512,-0.3971471149532721
1340,5min_10_40_Luna_sol6,CC(=O)N1CC[C@H](C1)S(=O)(=O)N,167.23919999999995,120.27762090074593,-0.25548860438228665
1341,5min_10_40_Luna_sol6,NS(=O)(=O)[C@@H]1CCCOC1,124.5072,102.47589830956535,-0.21842678167338034
1342,5min_10_40_EP_sol6,COc1ccc(NC(=O)CN2N=C(CC(C)C)c3ccccc3C2=O)cc1,138.05100000000002,265.03847239374767,-0.2983565144193377
1343,5min_10_40_EP_sol6,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3CCN(Cc3s2)C(=O)OC4CCCC4)cc1,169.31099999999995,327.6007406124449,-0.3856499340496827
1344,Standard_3min_col2_alk,CCS(=O)(=O)c1ccc(cc1)[C@H](NC(=O)CCN(C)C)C(=O)Nc2cc(cs2)c3cccnc3OCc4ccc(OC(F)(F)F)cc4,124.287,453.337367107505,-0.5545101004042371
1345,Standard_3min_col2_alk,CCS(=O)(=O)c1ccc(cc1)[C@H](NC(=O)NC)C(=O)Nc2cc(cs2)c3cccnc3OCc4ccc(OC(F)(F)F)cc4,136.9122,417.9088348558123,-0.5291533657906914
1346,5min_10_40_Luna_sol6,CC[C@@H](C)Nc1nc(Nc2cc(cnc2F)N3C[C@@H]4C[C@H]3CN4CC5CNC5)ncc1C,282.8892,313.5825500241948,-0.4098938779634407
1347,5min_10_40_Luna_sol6,CC(C)C[C@H](CO)Nc1nc(C[C@H](C)c2ccc3ocnc3c2)nc(NS(=O)(=O)C)n1,184.9422,306.0181689227423,-0.4720801091165458
1348,5min_10_40_EP_sol6,CC(C)C[C@H](CO)Nc1nc(C[C@H](C)c2ccc(cc2)N(C)C(=O)C)nc(NS(=O)(=O)C)n1,148.4712,334.36458842788545,-0.510232270530911
1349,5min_10_40_EP_sol6,COC(=O)c1ccc(COc2ncccc2c3csc(NC(=O)Cc4ccc(cc4)S(=O)(=O)Nc5ccccn5)c3)cc1,255.7968,428.18462082616514,-0.4792608182240829
1350,Standard_3min_col3_sur,FC(F)(F)c1ccnc(NC(=O)NCCc2ccccc2Cl)n1,114.1782,205.32511386290344,-0.2788909820710659
1351,Standard_3min_col3_sur,C[C@@H](N1CCN(C)CC1)C(=O)Nc2cccc(Nc3nc(Nc4cc(cnc4F)N5C[C@@H]6C[C@H]5CN6C)ncc3C)c2,38.397,408.64194708211164,-0.5232920972744985
1352,Standard_3min_col3_sur,COc1ccc(cc1)C2=NN(C(=S)N2C)c3ncc4cccn4n3,98.1792,237.4296914657148,-0.20602028464055688
1353,Standard_3min_col3_sur,CCCCOc1ccc(cc1)C2=NN(C(=S)N2C)c3ncc4cccn4n3,126.8082,272.7287096015802,-0.2348304069647217
1354,Standard_3min_col3_sur,CN(C)c1ccc(cc1)C2=NN(C(=S)N2C)c3ncc4cccn4n3,104.9148,253.55841019345814,-0.2175395658623381
1355,Standard_3min_col3_sur,CC(C)c1ccc(cc1)C2=NN(C(=S)N2C)c3ncc4cccn4n3,121.755,256.1654513429303,-0.20113073684291
1356,Standard_3min_col3_sur,COCCCn1c(Sc2ccc3nccn3n2)nnc1c4ccc(cc4)C(F)(F)F,92.2848,276.33397967670606,-0.2844286912702928
1357,Standard_3min_col3_sur,COc1ccc(cc1)c2nnc(Sc3ccc4nccn4n3)n2C,68.70899999999999,237.39448339351785,-0.21358382123125488
1358,Standard_3min_col3_sur,CCCCOc1ccc(cc1)c2nnc(Sc3ccc4nccn4n3)n2C,97.3368,272.64745037512563,-0.2435610733144087
1359,Standard_3min_col3_sur,CN(C)c1ccc(cc1)c2nnc(Sc3ccc4nccn4n3)n2C,74.6028,253.52995459046986,-0.2256567708235145
1360,Standard_3min_col3_sur,CC(C)c1ccc(cc1)c2nnc(Sc3ccc4nccn4n3)n2C,91.4448,256.13196895385704,-0.20906503444524027
1361,Standard_3min_col3_sur,Cn1c(Sc2ccc3nccn3n2)nnc1c4ccc(cc4)C(C)(C)C,97.3368,268.0131469437883,-0.21696026126261747
1362,Standard_3min_col3_sur,CN1C(=S)N(N=C1c2ccc(cc2)C(C)(C)C)c3ncc4cccn4n3,126.8082,268.028264532567,-0.2093993890370341
1363,Standard_3min_col2_alk,CS(=O)(=O)c1cc(Cl)ccc1N2CCN(CC2)c3ncccc3NC(=O)CC4=NNC(=O)N4,55.2372,320.0000143627123,-0.4538742031896444
1364,5min_10_40_Luna_sol6,COCCN1CCC(CC1)Nc2nc3ccccc3n2Cc4ccc(F)cc4,147.429,278.2827362582209,-0.2968957471653682
1365,5min_10_40_Luna_sol6,FC(F)(F)c1ccnc(NC(=O)NCCNc2nc3CCCc3c(n2)N4CCCCC4)n1,154.7238,286.3889075667584,-0.4567812438372166
1366,5min_10_40_Luna_sol6,CCOC(=O)[C@@H](NC(=O)c1cnc(s1)c2ccccc2c3ccc(cc3)C#N)c4ccc(cc4)S(=O)(=O)CC,164.1012,392.3024959613808,-0.4198739418562246
1367,5min_10_40_EP_sol6,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3CCN(Cc3s2)C(=O)NCc4ccccc4)cc1,200.5722,352.75589216882474,-0.3983684276113997
1368,5min_10_40_EP_sol6,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3CCN(Cc3s2)C(=O)NCC(F)(F)F)cc1,184.9422,305.21400999344,-0.4137832988742472
1369,Standard_3min_col2_alk,CCCN([C@@H]1CC[C@H](CC1)C(=O)NCCOCCOCCOCCOCCOCCO)S(=O)(=O)c2cccc(c2)C(=O)Nc3sc4CCCCc4c3C(=O)Nc5ccc(CCCc6ccc(cc6)C(=O)O)cc5,84.7068,728.4988900970793,-0.9181492108621192
1370,Standard_3min_col3_sur,CCNS(=O)(=O)c1ccc(CC(=O)Nc2ccc(cc2)C(O)(C(F)(F)F)C(F)(F)F)cc1,104.0742,275.46370950279334,-0.4121416701427321
1371,Standard_3min_col3_sur,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3CCN(Cc3s2)C(=O)OCC(C)(C)C)cc1,113.3352,332.68826149496505,-0.39499288582896136
1372,Standard_3min_col3_sur,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3CCN(Cc3s2)C(=O)Oc4ccccc4)cc1,104.073,336.64284585004367,-0.3673424796869459
1373,Standard_3min_col3_sur,O=C(NCCc1cn(Cc2ccccc2)c3ccccc13)c4ccncn4,107.4432,269.87889457401457,-0.26648092084864583
1374,Standard_3min_col3_sur,COc1ccc(OC)c(c1)S(=O)(=O)Nc2cc(cc3CN([C@@H](C)C4CC4)C(=O)c23)c5sc(NC(=O)C)nc5C,115.0218,388.6306048323341,-0.4650752197102224
1375,Standard_3min_col3_sur,CC1(C)CC[C@]2(C[C@H](NC(=O)c3noc(n3)c4ccc(F)cc4Cl)[C@H](C2)C(=O)N[C@H]5CCCNC5)O1,90.6042,338.6463513712094,-0.44731504533226857
1376,Standard_3min_col3_sur,C[C@@H](C1CC1)N2Cc3cc(cc(NS(=O)(=O)c4ccc(C)cn4)c3C2=O)c5sc(NC(=O)C)nc5C,111.654,362.51145506991446,-0.4342214441588561
1377,Standard_3min_col3_sur,COc1ccc(CC(=O)N2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1,84.70920000000002,342.8804146887767,-0.3523336019765974
1378,Standard_3min_col3_sur,COc1ccc(cc1)C(=O)CN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5,64.5018,342.93557939096775,-0.3521996595348635
1379,Standard_3min_col3_sur,CCS(=O)(=O)c1ccc(cc1)[C@H](NCCC(=O)OC)C(=O)Nc2cc(cs2)c3cccnc3OCc4ccc(OC(F)(F)F)cc4,123.4482,437.22341179862013,-0.5414947083343185
1380,Standard_3min_col3_sur,CC(C)C[C@H](CO)Nc1nc(C[C@H](C)c2ccc(NC(=O)C)cc2)nc(NS(=O)(=O)C)n1,77.1312,322.3900811181444,-0.5147038358251421
1381,5min_10_40_EP_sol6,COc1ccccc1C(F)(F)CSc2nc(N[C@@H](CO)CC(C)C)nc(NS(=O)(=O)C)n2,197.445,314.7621491378822,-0.4765833714807818
1382,Standard_3min_col3_sur,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3CCN(Cc4cccnc4)Cc3s2)cc1,51.8688,325.59724343812377,-0.3417495440529847
1383,Standard_3min_col3_sur,CS(=O)(=O)c1cc(Cl)ccc1N2CCN(CC2)c3ncccc3NCc4cc[nH]n4,77.9718,306.4313002581989,-0.36179072608238855
1384,Standard_3min_col3_sur,CCCOC(=O)Nc1cccnc1N2CCN(CC2)c3ccc(Cl)cc3S(=O)(=O)C,124.2822,303.50251831213325,-0.3908231902557721
1385,Standard_3min_col3_sur,CC[C@@H](C)Nc1nc(Nc2cc(cnc2F)N3C[C@@H]4C[C@H]3CN4CCC5CCNCC5)ncc1C,40.923,349.30160376660064,-0.4358049392289615
1386,Standard_11min_col2_sur_5_60,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN=N#N)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H]5CCCN5C(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H]6CCCN6C(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]7CCCN7C(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H]8CCCN8C(=O)[C@@H](N)Cc9ccc(O)cc9)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc%10ccc(O)cc%10)C(=O)N,343.0578,2845.0656390838035,-6.610947155941452
1387,Standard_3min_col3_sur,Cc1ccc(cc1)S2(=NC(=O)N(Cc3ccc(Cl)cc3)C(=O)N=2)O,123.546,242.0601632210189,-0.28374137483103345
1388,Standard_3min_col3_sur,Cc1ccc(cc1)S2(=NC(=O)N(Cc3ccc4OCOc4c3)C(=O)N=2)O,105.8742,246.0004588305053,-0.32929228549962114
1389,Standard_3min_col3_sur,Cc1ccc(cc1)S2(=NC(=O)N(Cc3ccc(NC(=O)OC(C)(C)C)cc3)C(=O)N=2)O,91.84200000000001,304.17704563498637,-0.42656369270711664
1390,Standard_3min_col3_sur,CN(C)c1ccc(cc1)N2C(=O)N=S(=NC2=O)(O)c3ccc(C)cc3,54.324,250.53031349142788,-0.3145872837522359
1391,Standard_3min_col3_sur,Cc1ccc(cc1)S2(=NC(=O)N(CC(C)(C)C)C(=O)N=2)O,117.4938,213.65052210987722,-0.30377134675776124
1392,Standard_3min_col3_sur,Cc1ccc(cc1)S2(=NC(=O)N(CCc3cccs3)C(=O)N=2)O,73.206,238.4776574449184,-0.28400459987921284
1393,Standard_3min_col3_sur,Cc1ccc(cc1)N2C(=O)N=S(=NC2=O)(O)c3ccc(C)cc3,71.0292,229.53376423892828,-0.2803976599584806
1394,Standard_3min_col3_sur,CC(C)N1C(=O)N=S(=NC1=O)(O)c2ccc(C)cc2,64.248,190.06141653727283,-0.28348766772963724
1395,Standard_3min_col3_sur,Cc1ccc(cc1)S2(=NC(=O)N(C3CCOCC3)C(=O)N=2)O,63.7638,213.6472609785104,-0.3168852496929255
1396,Standard_3min_col3_sur,COc1ccc(CN2C(=O)N=S(=NC2=O)(O)c3ccc(C)cc3)cc1,108.0492,246.2709681866441,-0.3183414439043697
1397,Standard_3min_col3_sur,Cc1ccc(CN2C(=O)N=S(=NC2=O)(O)c3ccc(C)cc3)cc1,83.86019999999998,241.385001016972,-0.2960315624295835
1398,Standard_3min_col3_sur,Cc1ccc(cc1)S2(=NC(=O)N(C3CCCCC3)C(=O)N=2)O,79.9812,220.45030776339038,-0.3037971366522764
1399,Standard_3min_col3_sur,Cc1ccc(cc1)S2(=NC(=O)N(C(=O)N=2)C(C)(C)C)O,109.74600000000001,201.9141103517031,-0.2946987044521244
1400,Standard_3min_col3_sur,NCCCS(=O)(=O)c1c(Cl)cc(NC(=O)c2cnn(c3ccc(F)cc3)c2C(F)(F)F)cc1Cl,86.7612,313.53984846336897,-0.3891247572281011
1401,EP_NH3_2,COc1ccc(CN2C(=O)N=S(=NC2=O)(O)c3ccc(C)cc3)cc1,110.9628,246.2709681866441,-0.3183414439043697
1402,BEH_NH3_H2O_B2_4,FC(F)(F)c1nccc(NCC2CCN(CC2)c3ccc4nnc(Cl)n4n3)n1,123.68699999999998,247.42574853807136,-0.2996296180813534
1403,BEH_NH3_H2O_B2_4,CN(C)C(=O)c1ccc(NC(=O)c2cnn3c4ccccc4CN(CCO)S(=O)(=O)c23)cc1C(F)(F)F,110.9622,334.4134870466722,-0.4708907714462712
1404,Standard_3min_col3_sur,FC(F)(F)c1c(cnn1c2cccc3C(=O)NC=Cc23)C(=O)Nc4cc(Cl)c(c(Cl)c4)S(=O)(=O)C5CC5,103.971,339.3545082110596,-0.3814850965374358
1405,Standard_3min_col3_sur,O=C(CNC(=O)c1ccnc2cc[nH]c12)N3[C@@H](C[C@@H]4C[C@H]34)C#N,42.818999999999996,209.42622360844445,-0.30511928206692784
1406,Luna_NH3_1,FC(F)(F)c1nccc(NC2CCN(CC2)c3ccc4nnc(Cl)n4n3)n1,94.2912,235.69260756701829,-0.28784899495051475
1407,Luna_NH3_1,O=S(=O)(CCNC1CCCCC1)CCOc2ccccc2,49.4838,224.3363675805766,-0.26924568489936884
1408,Luna_NH3_1,CC(C)CS(=O)(=O)CCNC1CCCCC1,33.8538,180.25558739437162,-0.23875595141521194
1409,BEH_NH3_3,CCc1ccc2nc(C)cc(C(=O)NCC(=O)N3[C@@H](C[C@@H]4C[C@H]34)C#N)c2c1,77.6178,258.4386734982576,-0.3109103513968721
1410,BEH_NH3_3,Cc1ccc(cc1)S2(=NC(=O)N(Cc3ccccc3)C(=O)N=2)O,97.4172,229.6024702241381,-0.28595108376830264
1411,BEH_NH3_3,O=C(CNC(=O)c1ccnc2ccccc12)N3[C@@H](C[C@@H]4C[C@H]34)C#N,84.90899999999998,223.08808120261762,-0.2799518362672381
1412,BEH_NH3_3,COc1ccc(CN2C(=O)N=S(=NC2=O)(O)c3ccc(C)cc3)cc1,99.6402,246.2709681866441,-0.3183414439043697
1413,BEH_NH3_3,Cc1ccc(cc1)S2(=NC(=O)N(C3CCCC3)C(=O)N=2)O,93.2568,208.60253984878415,-0.2924146962791853
1414,BEH_NH3_3,Cc1ccc(CN2C(=O)N=S(=NC2=O)(O)c3ccc(C)cc3)cc1,96.3762,241.385001016972,-0.2960315624295835
1415,BEH_NH3_3,CC(=O)N1C[C@H](CC(F)(F)C1)Nc2cc(c(Cl)cn2)c3ccc(cc3)C(=O)N,95.334,261.01648996274844,-0.3656032920441301
1416,BEH_NH3_3,FC(F)(F)c1nccc(N[C@@H]2CC[C@@H](CC2)Nc3ccc4ncc(Br)n4n3)n1,96.3708,258.1597767244841,-0.3192769342378991
1417,BEH_NH3_H2O_B2_4,Cc1cc(C(=O)NCC(=O)N2[C@@H](C[C@@H]3C[C@H]23)C#N)c4cc(Cl)ccc4n1,90.2142,247.38061235458656,-0.2838665350623761
1418,BEH_NH3_H2O_B2_4,Cc1ccc2nc(C)cc(C(=O)NCC(=O)N3[C@@H](C[C@@H]4C[C@H]34)C#N)c2c1,94.2948,246.66676998234746,-0.3002328774008482
1419,BEH_NH3_H2O_B2_4,Cc1cc(C(=O)NCC(=O)N2[C@@H](C[C@@H]3C[C@H]23)C#N)c4cc(I)ccc4n1,95.331,265.62317255917446,-0.2857796166801923
1420,Standard_3min_col3_sur,CC(=O)c1nn(CC(=O)N2C[C@@H](F)C[C@@H](C2)Nc3cc(c(Cl)cn3)c4ccc(cc4)C(=O)N)c5ccccc15,96.696,370.4584666549166,-0.4626670851260349
